page_identifier,c_oEWlZ,演出首页,h5,1,0,0
page_identifier,c_cijyn3pg,演出首页,h5,1,0,0
page_identifier,c_6yPP8,演出列表页,h5,1,0,0
page_identifier,c_Q7wY4,演出详情页,h5,2,0,0
page_identifier,c_8UWcP,演出票品选择页,h5,3,0,0
page_identifier,c_EIA9h,演出确认订单页,h5,4,0,0
page_identifier,c_l1Ub4,演出订单详情页,h5,5,0,0
page_identifier,c_73h2xggs,演出商户页,h5,1,0,0
page_identifier,c_dqihv0si,演出团购页,h5,2,0,0
page_identifier,c_zn3lm8i0,演出团购列表页,h5,1,0,0
page_identifier,c_daju4xmt,演出团购下单页,h5,4,0,0
page_identifier,c_ahgolmuk,演出抵用券详情页,h5,4,0,0
page_identifier,c_3kfhuf7f,演出区域选择页,h5,3,0,0
page_identifier,c_iclxcfq2,演出座位选择页,h5,3,0,0
page_identifier,c_jkqfqzex,热门场馆列表页,h5,1,0,0
page_identifier,pages/show/index/index,演出首页,mini_programs,1,0,0
page_identifier,pages/show/list/index,演出列表页,mini_programs,1,0,0
page_identifier,pages/showsubs/webview/webview,活动页,mini_programs,1,0,0
page_identifier,pages/show/detail/index,演出详情页,mini_programs,2,0,0
page_identifier,pages/show/ticket/ticket,演出票品选择页,mini_programs,3,0,0
page_identifier,pages/showsubs/ticket/ticket,演出票品选择页,mini_programs,3,0,0
page_identifier,pages/show/order/confirm,演出确认订单页,mini_programs,4,0,0
page_identifier,pages/showsubs/order/confirm,演出确认订单页,mini_programs,4,0,0
page_identifier,pages/show/order/index,演出订单详情页,mini_programs,5,0,0
page_identifier,pages/showsubs/order/index,演出订单详情页,mini_programs,5,0,0
page_identifier,pages/show/seats/area,演出区域选择页,mini_programs,3,0,0
page_identifier,pages/showsubs/seats/area,演出区域选择页,mini_programs,3,0,0
page_identifier,pages/showsubs/seats/seats,演出座位选择页,mini_programs,3,0,0
page_identifier,pages/show/seats/seats,演出座位选择页,mini_programs,3,0,0
page_identifier,pages/showsubs/user/index,演出订单列表页,mini_programs,5,0,0
page_identifier,pages/show/user/index,演出订单列表页,mini_programs,5,0,0
page_identifier,pages/show/mooc/invoice,演出开发票页,mini_programs,5,0,0
page_identifier,packages/show/pages/user/index,演出订单列表页,mini_programs,5,0,0
page_identifier,packages/show/pages/order/index,演出订单详情页,mini_programs,5,0,0
page_identifier,packages/show/pages/list/index,演出列表页,mini_programs,1,0,0
page_identifier,packages/show/pages/ticket/ticket,演出票品选择页,mini_programs,3,0,0
page_identifier,packages/show/pages/seats/area,演出区域选择页,mini_programs,3,0,0
page_identifier,packages/show/pages/order/confirm,演出确认订单页,mini_programs,4,0,0
page_identifier,c_fdy6sm9s,演出确认订单页,mini_programs,4,0,0
page_identifier,packages/show/pages/index/index,演出首页,mini_programs,1,0,0
page_identifier,packages/show/pages/search/index,演出搜索页,mini_programs,1,0,0
page_identifier,packages/show/pages/detail/index,演出详情页,mini_programs,2,0,0
page_identifier,packages/show/pages/seats/seats,演出座位选择页,mini_programs,3,0,0
page_identifier,packages/show/pages/list/theatre,热门场馆列表页,mini_programs,1,0,0
page_identifier,packages/show/pages/detail/venue,演出场馆详情页,mini_programs,1,0,0
page_identifier,c_butmynlk,演出首页,pc,1,0,0
page_identifier,c_352o88g9,演出搜索页,pc,1,0,0
page_identifier,c_bfo0abmf,演出详情页,pc,2,0,0
page_identifier,c_wzyexh5l,平台开机屏,native,0,-1,0
page_identifier,c_f740bkf7,平台首页,native,0,-1,0
page_identifier,c_5hep1k02,平台个人中心,native,0,-1,0
page_identifier,c_qc0t1u1j,平台资讯详情页,native,0,-1,0
page_identifier,c_ak74h40f,平台PUSH,native,0,-1,0
page_identifier,c_1pae4zyv,演出票品选择页,native,3,0,0
page_identifier,c_4q92rq00,演出订单详情页,native,5,0,0
page_identifier,c_b5okwrne,演出详情页,native,2,0,0
page_identifier,c_bw4xxfd2,演出场馆详情页,native,1,0,0
page_identifier,c_pp92sa1m,演出确认订单页,native,4,0,0
page_identifier,c_k4c7jr2r,演出区域选择页,native,3,0,0
page_identifier,c_rpnwdkyc,演出座位选择页,native,3,0,0
page_identifier,c_ub9cbobf,演出列表页,native,1,0,0
page_identifier,c_95t14cas,演出抵用券详情页,native,4,0,0
page_identifier,c_2nq786nl,演出V卡详情页,native,4,0,0
page_identifier,c_bd8cu9b,电影首页,native,1,-2,0
page_identifier,c_md3aiihu,电影影人详情页,native,1,-2,0
page_identifier,c_ohsrk3j4,电影影片详情页,native,1,-2,0
page_identifier,c_5ptugikt,电影短评列表页,native,1,-2,0
page_identifier,c_ydur5h73,电影短评列表页,native,1,-2,0
page_identifier,c_8h1c8hrl,电影短评详情页,native,1,-2,0
page_identifier,c_8r1tct9,电影上映影院与购票页,native,2,-2,0
page_identifier,c_m9b83s0,电影排片页,native,2,-2,0
page_identifier,c_qcVse,电影座位选择页,native,3,-2,0
page_identifier,c_cs4odfm,电影确认订单页,native,4,-2,0
page_identifier,c_te77g2x,电影订单详情页,native,5,-2,0
page_identifier,c_x4Il4,电影影院会员卡详情页,native,5,-2,0
page_identifier,c_7ar1hc0j,电影我的影评,native,5,-2,0
page_identifier,c_256bojfx,电影卖品详情页,native,5,-2,0
page_identifier,c_wh7rogdp,电影我的卖品订单详情页,native,5,-2,0
page_identifier,c_BvlYz,电影申请退款页,native,5,-2,0
page_identifier,c_y02b19d,电影退款详情页,native,5,-2,0
page_identifier,c_g42lbw3k,电影作品详情页,native,1,-2,0
page_identifier,c_8ta0krrs,电影影人详情页,native,1,-2,0
page_identifier,c_6av22msd,电影短评详情页,native,1,-2,0
page_identifier,c_50junqfk,电影资讯详情页,native,1,-2,0
page_identifier,c_j12hn5s3,电影搜索页,native,1,-2,0
page_identifier,c_xscvruki,电影影评列表页,native,1,-2,0
page_identifier,com.gewara.trade.cinema.MainCinemaListFragment,电影首页,native,1,-2,0
page_identifier,com.gewara.trade.cinema.c,电影首页,native,1,-2,0
page_identifier,DP.MAYHomeViewController,电影首页,native,1,-2,0
page_identifier,com.gewara.trade.cinema.MovieCinemaListActivity,电影上映影院与购票页,native,2,-2,0
page_identifier,com.gewara.trade.cinema.MoviePoiCinemaActivity,电影排片页,native,2,-2,0
page_identifier,com.gewara.trade.seat.MovieSelectSeatActivity,电影座位选择页,native,3,-2,0
page_identifier,ra.trade.pay.MoviePaySeatActivity,电影确认订单页,native,4,-2,0
page_identifier,com.gewara.trade.pay.MoviePaySeatActivity,电影确认订单页,native,4,-2,0
page_identifier,com.gewara.trade.order.seat.MovieSeatOrderDetailActivity,电影订单详情页,native,5,-2,0
event_id,b_a32uu,联系渠道客服,c_l1Ub4,3,5,0
event_id,b_zxCDd,演出详情链接模块,c_l1Ub4,3,5,0
event_id,b_XZfmh,支付成功统计,c_l1Ub4,3,5,0
event_id,b_dO1gp,支付模块,c_l1Ub4,3,5,0
event_id,b_QNkMG,类目tab,c_6yPP8,1,2,0
event_id,b_W0woL,排序,c_6yPP8,1,4,0
event_id,b_sQqSX,场次选择,c_8UWcP,3,5,0
event_id,b_1mR6c,联系渠道客服,c_8UWcP,3,5,0
event_id,b_SIfDn,票档选择,c_8UWcP,3,5,0
event_id,b_Mwabl,渠道选择,c_8UWcP,3,5,0
event_id,b_gV1YC,确认选票,c_8UWcP,3,5,0
event_id,b_UFS0M,座位图,c_8UWcP,3,5,0
event_id,b_f10u6lx8,选择查看价格,c_3kfhuf7f,3,5,0
event_id,b_yxwmek2f,选择场次,c_3kfhuf7f,3,5,0
event_id,b_5hl3wec2,选择分区,c_3kfhuf7f,3,5,0
event_id,b_kxoPe,立即支付_点击,c_EIA9h,3,5,0
event_id,b_WLx9n,立即支付_下单,c_EIA9h,3,5,0
event_id,b_MSAJQ,联系渠道客服,c_EIA9h,3,5,0
event_id,b_35NmM,增改地址,c_EIA9h,3,5,0
event_id,b_3Rbqj,icon模块,c_oEWlZ,1,2,20
event_id,b_i99kw7lh,RB位置二,c_oEWlZ,1,3,50
event_id,b_l4l9jxnl,RB位置二,c_oEWlZ,1,3,50
event_id,b_rvo3alhz,RB位置一,c_oEWlZ,1,3,40
event_id,b_zjmim58d,RB位置一,c_oEWlZ,1,3,40
event_id,b_owqtgmmu,本地团购,c_oEWlZ,1,2,70
event_id,b_9pgyatw2,热门场馆更多,c_oEWlZ,1,2,62
event_id,b_vlv7jxuy,热门场馆模块,c_oEWlZ,1,2,60
event_id,b_y1ccf4yx,热门场馆模块,c_oEWlZ,1,2,60
event_id,b_dkbpbenc,热门场馆项目,c_oEWlZ,1,2,61
event_id,b_AcDXh,搜索,c_oEWlZ,1,1,0
event_id,b_x6Zn8,头部banner,c_oEWlZ,1,3,10
event_id,b_bckledsf,头部banner,c_oEWlZ,1,3,10
event_id,b_NoQFz,为你推荐,c_oEWlZ,1,4,100
event_id,b_wss3zxmk,为你推荐,c_oEWlZ,1,4,100
event_id,b_x80sywt8,中部banner,c_oEWlZ,1,3,30
event_id,b_lhw2exj0,中部banner,c_oEWlZ,1,3,30
event_id,b_vSdMX,场馆POI链接,c_Q7wY4,2,5,0
event_id,b_EcSFj,立即购票,c_Q7wY4,2,5,0
event_id,b_4uDeg,演唱会附近,c_Q7wY4,2,5,0
event_id,b_oBtxe,演出详情链接,c_Q7wY4,2,5,0
event_id,b_Vwmzc,座位图icon,c_Q7wY4,2,5,0
event_id,b_vc2sacku,座位选择购票,c_Q7wY4,2,5,0
event_id,b_8lmylw84,确认选票,c_iclxcfq2,3,5,0
event_id,b_j89pt859,选择座位,c_iclxcfq2,3,5,0
event_id,b_bvdccmry,重选分区,c_iclxcfq2,3,5,0
event_id,b_2iag0in1,立即支付_下单,packages/show/pages/order/confirm,3,5,0
event_id,b_w047f3uw,立即支付_支付,packages/show/pages/order/confirm,3,5,0
event_id,onInputFocus,搜索,pages/show/index/index,1,1,0
event_id,jumpToActivity,头部banner,pages/show/index/index,1,3,10
event_id,b_d6dmcofu,打开push,c_ak74h40f,1,3,0
event_id,b_m7te0802,订单,c_5hep1k02,3,6,0
event_id,b_unem7zs7,个人资料,c_5hep1k02,3,6,0
event_id,b_ewebdau6,关注,c_5hep1k02,3,6,0
event_id,b_sjimnyyj,观影卡,c_5hep1k02,3,6,0
event_id,b_o9gqya25,联系客服,c_5hep1k02,3,6,0
event_id,b_p5wfvivz,哇啦,c_5hep1k02,3,6,0
event_id,b_ogjm6wu0,我的积分,c_5hep1k02,3,6,0
event_id,b_cmb3hl29,意见反馈,c_5hep1k02,3,6,0
event_id,b_v60mk460,优惠券,c_5hep1k02,3,6,0
event_id,b_xo1sd34l,账号设置,c_5hep1k02,3,6,0
event_id,b_jq9hzqxl,开屏,c_wzyexh5l,1,3,0
event_id,b_y90zo0b1,跳出,c_wzyexh5l,1,3,0
event_id,b_97h3xz1n,底部banner,c_f740bkf7,1,3,80
event_id,b_se7ssmxv,底部banner,c_f740bkf7,1,3,80
event_id,b_mx52mf5c,电影模块tab,c_f740bkf7,1,3,21
event_id,b_nx5wkqsv,电影模块电影,c_f740bkf7,1,3,20
event_id,b_o6cu6ohz,电影模块电影,c_f740bkf7,1,3,20
event_id,b_6t5h0jbq,电影模块更多,c_f740bkf7,1,3,22
event_id,b_liql5f5a,儿童亲子模块更多,c_f740bkf7,1,3,61
event_id,b_jgk1sybg,儿童亲子模块项目,c_f740bkf7,1,3,60
event_id,b_dk02wmkh,儿童亲子模块项目,c_f740bkf7,1,3,60
event_id,b_0jasmv18,热门话剧音乐剧模块更多,c_f740bkf7,1,3,41
event_id,b_rvjzd6j8,热门话剧音乐剧模块项目,c_f740bkf7,1,3,40
event_id,b_0p0m4gtp,热门话剧音乐剧模块项目,c_f740bkf7,1,3,40
event_id,b_1tmev59k,热门演唱会模块更多,c_f740bkf7,1,3,31
event_id,b_phu12dac,热门演唱会模块项目,c_f740bkf7,1,3,30
event_id,b_bzfe4jfb,热门演唱会模块项目,c_f740bkf7,1,3,30
event_id,b_e1grcmi3,热门展览模块更多,c_f740bkf7,1,3,51
event_id,b_be22mon7,热门展览模块项目,c_f740bkf7,1,3,50
event_id,b_iqezlbrr,热门展览模块项目,c_f740bkf7,1,3,50
event_id,b_to85lkzt,搜索,c_f740bkf7,1,1,0
event_id,b_wc15ij1d,头部banner,c_f740bkf7,1,3,10
event_id,b_hrusij78,头部banner,c_f740bkf7,1,3,10
event_id,b_co6tlsxo,音乐会模块更多,c_f740bkf7,1,3,71
event_id,b_n82v7bj9,音乐会模块项目,c_f740bkf7,1,3,70
event_id,b_4xsr3v8l,音乐会模块项目,c_f740bkf7,1,3,70
event_id,b_jfxc3c5p,扫一扫,c_2nq786nl,3,5,0
event_id,b_fd1lfa5v,选择卡,c_2nq786nl,3,5,0
event_id,b_s30hfmm8,验证按钮,c_2nq786nl,3,5,0
event_id,b_m183hr4c,场馆关注,c_bw4xxfd2,1,5,0
event_id,b_ntjlnc0t,选择券,c_95t14cas,3,5,0
event_id,b_p0vgd1g5,支付模块,c_4q92rq00,3,5,0
event_id,b_9is24kks,类目tab,c_ub9cbobf,1,4,0
event_id,b_otdo5ww9,搜索,c_ub9cbobf,1,1,0
event_id,b_iv8oda3j,头部banner,c_ub9cbobf,1,4,0
event_id,b_9v01bb0g,项目列表,c_ub9cbobf,1,4,0
event_id,b_llvexi4w,票务说明,c_1pae4zyv,3,5,0
event_id,b_iysc3g70,座位图,c_1pae4zyv,3,5,0
event_id,b_6vziqnl9,场次选择,c_1pae4zyv,3,5,0
event_id,b_6vziqnl7,场次选择,c_1pae4zyv,3,5,0
event_id,b_enbnklqd,票档选择,c_1pae4zyv,3,5,0
event_id,b_laqqh2za,票数选择,c_1pae4zyv,3,5,0
event_id,b_0dk7cj2e,渠道选择,c_1pae4zyv,3,5,0
event_id,b_m4hwlrjy,确认选票,c_1pae4zyv,3,5,0
event_id,b_o7dhgazd,V卡,c_pp92sa1m,3,5,0
event_id,b_4hma9mne,抵用券,c_pp92sa1m,3,5,0
event_id,b_xtrvpor2,立即支付,c_pp92sa1m,3,5,0
event_id,b_1tftauta,取票方式,c_pp92sa1m,3,5,0
event_id,b_f8imryb5,增改地址,c_pp92sa1m,3,5,0
event_id,b_hixo3spm,增改地址,c_pp92sa1m,3,5,0
event_id,b_f622c76n,增改购票人信息,c_pp92sa1m,3,5,0
event_id,b_b7n4p3ga,增改购票人信息,c_pp92sa1m,3,5,0
event_id,b_mj253lns,场馆地址,c_b5okwrne,2,5,0
event_id,b_k27e5h8w,分享,c_b5okwrne,2,5,0
event_id,b_5qfc6t8s,购票须知tab,c_b5okwrne,2,5,0
event_id,b_brrqw7fm,即将开售,c_b5okwrne,2,5,0
event_id,b_js09i85v,开售提醒,c_b5okwrne,2,5,0
event_id,b_8pwij9ll,立即购票,c_b5okwrne,2,5,0
event_id,b_ov4aespu,提交开售提醒,c_b5okwrne,2,5,0
event_id,b_eh26bo2d,想看,c_b5okwrne,2,5,0
event_id,b_gbbe3nvy,座位选择购票,c_b5okwrne,2,5,0
event_id,b_jyeyyu11,确认选票,c_rpnwdkyc,3,5,0
event_id,b_dua6s5tw,类目tab,c_butmynlk,1,2,0
event_id,b_8itfvcsd,类目模块,c_butmynlk,1,3,20
event_id,b_xpqus97y,类目模块更多,c_butmynlk,1,3,21
event_id,b_9p1qckxy,类目模块项目,c_butmynlk,1,3,22
event_id,b_6oovijpy,头部banner,c_butmynlk,1,3,10
event_id,b_bca0qg9d,头部banner,c_butmynlk,1,3,10
event_id,b_4n6fk9ne,项目列表,c_butmynlk,1,3,10
event_id,b_qdfkp6ju,最新上架项目,c_butmynlk,1,3,30
event_id,b_21u4tg3g,搜索无结果提示框,c_352o88g9,1,1,0
event_id,b_4korxagv,搜索页项目,c_352o88g9,1,1,10
event_id,b_1gup42he,购票须知tab,c_bfo0abmf,2,5,0
event_id,b_p546f7wy,演出详情页,c_bfo0abmf,2,5,0
